2017-01-14 10:42:22,@mattlyynch @Jamorushton MVV Maastricht that you're playing in that pic- I went to a game there when I was looking at uni- their fans are 👌🏻
2017-01-13 18:50:18,Researchers Clinicians &amp; Academics from Maastricht Uni offer 2 day clinical #TMS certification workshop in London https://t.co/Hxooi6r5nv
2017-01-11 12:01:30,Researchers Clinicians &amp; Academics from Maastricht Uni offer 2 day clinical #TMS certification workshop in London https://t.co/wDpvR4r1Y6
2017-01-09 06:00:37,Researchers Clinicians &amp; Academics from Maastricht Uni offer 2 day clinical #TMS certification workshop in London https://t.co/wDpvR4r1Y6
2017-01-08 11:59:25,"Think I've already spent more time in the Maastricht Uni Library than I ever did in the Exeter one, this studiousness is getting out of hand"
